arrivaldatetime,duetime,departuredatetime,departureduetime,scheduledarrivaldatetime,scheduleddeparturedatetime,destination,destinationlocalized,origin,originlocalized,direction,operator,operatortype,additionalinformation,lowfloorstatus,route,sourcetimestamp,monitored,stopid
18/02/2020 21:33:29,9,18/02/2020 21:33:29,9,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:18:25,true,luas19
18/02/2020 21:35:59,12,18/02/2020 21:35:59,12,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:22,true,luas19
18/02/2020 21:25:47,2,18/02/2020 21:25:47,2,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:06:50,true,luas2
18/02/2020 21:31:38,7,18/02/2020 21:31:38,7,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:23:20,true,luas2
18/02/2020 21:38:17,14,18/02/2020 21:38:17,14,18/02/2020 21:38:00,18/02/2020 21:38:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:20,true,luas2
18/02/2020 21:26:22,2,18/02/2020 21:26:22,2,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:13:28,true,luas20
18/02/2020 21:33:50,10,18/02/2020 21:33:50,10,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:23,true,luas20
18/02/2020 21:35:39,12,18/02/2020 21:35:39,12,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:18:26,true,luas20
18/02/2020 21:41:47,18,18/02/2020 21:41:47,18,18/02/2020 21:42:00,18/02/2020 21:42:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:23,true,luas20
18/02/2020 21:29:08,5,18/02/2020 21:29:08,5,18/02/2020 21:28:00,18/02/2020 21:28:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:13:28,true,luas21
18/02/2020 21:31:23,7,18/02/2020 21:31:23,7,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:22,true,luas21
18/02/2020 21:38:23,14,18/02/2020 21:38:23,14,18/02/2020 21:38:00,18/02/2020 21:38:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:20:05,true,luas21
18/02/2020 21:39:20,15,18/02/2020 21:39:20,15,18/02/2020 21:39:00,18/02/2020 21:39:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:21:44,true,luas21
18/02/2020 21:27:55,4,18/02/2020 21:27:55,4,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:22,true,luas22
18/02/2020 21:32:12,8,18/02/2020 21:32:12,8,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:13:28,true,luas22
18/02/2020 21:35:52,12,18/02/2020 21:35:52,12,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:16:46,true,luas22
18/02/2020 21:41:44,18,18/02/2020 21:41:44,18,18/02/2020 21:42:00,18/02/2020 21:42:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:23:22,true,luas22
18/02/2020 21:27:37,3,18/02/2020 21:27:37,3,18/02/2020 21:27:00,18/02/2020 21:27:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas24
18/02/2020 21:29:17,5,18/02/2020 21:29:17,5,18/02/2020 21:30:00,18/02/2020 21:30:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas24
18/02/2020 21:34:23,10,18/02/2020 21:34:23,10,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:16:46,true,luas24
18/02/2020 21:34:42,11,18/02/2020 21:34:42,11,18/02/2020 21:35:00,18/02/2020 21:35:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:16:46,true,luas24
18/02/2020 21:41:22,17,18/02/2020 21:41:22,17,18/02/2020 21:41:00,18/02/2020 21:41:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas24
18/02/2020 21:23:52,Due,18/02/2020 21:23:52,Due,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas25
18/02/2020 21:26:26,2,18/02/2020 21:26:26,2,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas25
18/02/2020 21:29:35,5,18/02/2020 21:29:35,5,18/02/2020 21:30:00,18/02/2020 21:30:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas25
18/02/2020 21:31:40,7,18/02/2020 21:31:40,7,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:15:07,true,luas25
18/02/2020 21:36:18,12,18/02/2020 21:36:18,12,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:18:25,true,luas25
18/02/2020 21:38:06,14,18/02/2020 21:38:06,14,18/02/2020 21:37:00,18/02/2020 21:37:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas25
18/02/2020 21:24:16,Due,18/02/2020 21:24:16,Due,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas26
18/02/2020 21:26:32,2,18/02/2020 21:26:32,2,18/02/2020 21:21:00,18/02/2020 21:21:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas26
18/02/2020 21:29:30,5,18/02/2020 21:29:30,5,18/02/2020 21:30:00,18/02/2020 21:30:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:15:07,true,luas26
18/02/2020 21:32:15,8,18/02/2020 21:32:15,8,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas26
18/02/2020 21:35:56,12,18/02/2020 21:35:56,12,18/02/2020 21:35:00,18/02/2020 21:35:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas26
18/02/2020 21:39:01,15,18/02/2020 21:39:01,15,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas26
18/02/2020 21:42:15,18,18/02/2020 21:42:15,18,18/02/2020 21:42:00,18/02/2020 21:42:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas26
18/02/2020 21:23:53,Due,18/02/2020 21:23:53,Due,18/02/2020 21:21:00,18/02/2020 21:21:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas27
18/02/2020 21:28:00,4,18/02/2020 21:28:00,4,18/02/2020 21:23:00,18/02/2020 21:23:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas27
18/02/2020 21:28:09,4,18/02/2020 21:28:09,4,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:15:07,true,luas27
18/02/2020 21:33:43,10,18/02/2020 21:33:43,10,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas27
18/02/2020 21:34:35,10,18/02/2020 21:34:35,10,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas27
18/02/2020 21:40:29,16,18/02/2020 21:40:29,16,18/02/2020 21:35:00,18/02/2020 21:35:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas27
18/02/2020 21:40:54,17,18/02/2020 21:40:54,17,18/02/2020 21:41:00,18/02/2020 21:41:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas27
18/02/2020 21:25:47,2,18/02/2020 21:25:47,2,18/02/2020 21:23:00,18/02/2020 21:23:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas28
18/02/2020 21:26:38,2,18/02/2020 21:26:38,2,18/02/2020 21:27:00,18/02/2020 21:27:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:15:07,true,luas28
18/02/2020 21:29:54,6,18/02/2020 21:29:54,6,18/02/2020 21:25:00,18/02/2020 21:25:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas28
18/02/2020 21:33:04,9,18/02/2020 21:33:04,9,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas28
18/02/2020 21:35:37,11,18/02/2020 21:35:37,11,18/02/2020 21:35:00,18/02/2020 21:35:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas28
18/02/2020 21:39:23,15,18/02/2020 21:39:23,15,18/02/2020 21:39:00,18/02/2020 21:39:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas28
18/02/2020 21:42:23,18,18/02/2020 21:42:23,18,18/02/2020 21:37:00,18/02/2020 21:37:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas28
18/02/2020 21:25:09,1,18/02/2020 21:25:09,1,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:15:07,true,luas29
18/02/2020 21:27:15,3,18/02/2020 21:27:15,3,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas29
18/02/2020 21:31:22,7,18/02/2020 21:31:22,7,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas29
18/02/2020 21:31:35,7,18/02/2020 21:31:35,7,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas29
18/02/2020 21:37:05,13,18/02/2020 21:37:05,13,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas29
18/02/2020 21:37:54,14,18/02/2020 21:37:54,14,18/02/2020 21:38:00,18/02/2020 21:38:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas29
18/02/2020 21:24:14,Due,18/02/2020 21:24:14,Due,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:05:11,true,luas3
18/02/2020 21:33:19,9,18/02/2020 21:33:19,9,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS The Point,LUAS Iosta na Rinne,LUAS Tallaght,LUAS Tamhlacht,Inbound,LUAS,3,,no,Red,18/02/2020 21:23:20,true,luas3
18/02/2020 21:36:42,12,18/02/2020 21:36:42,12,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Tallaght,LUAS Tamhlacht,LUAS The Point,LUAS Iosta na Rinne,Outbound,LUAS,3,,no,Red,18/02/2020 21:23:20,true,luas3
18/02/2020 21:29:01,5,18/02/2020 21:29:01,5,18/02/2020 21:25:00,18/02/2020 21:25:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas30
18/02/2020 21:29:50,6,18/02/2020 21:29:50,6,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas30
18/02/2020 21:33:08,9,18/02/2020 21:33:08,9,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas30
18/02/2020 21:36:09,12,18/02/2020 21:36:09,12,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:18:25,true,luas30
18/02/2020 21:38:51,15,18/02/2020 21:38:51,15,18/02/2020 21:37:00,18/02/2020 21:37:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas30
18/02/2020 21:41:22,17,18/02/2020 21:41:22,17,18/02/2020 21:41:00,18/02/2020 21:41:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas30
18/02/2020 21:28:03,4,18/02/2020 21:28:03,4,18/02/2020 21:27:00,18/02/2020 21:27:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas31
18/02/2020 21:30:59,7,18/02/2020 21:30:59,7,18/02/2020 21:28:00,18/02/2020 21:28:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas31
18/02/2020 21:34:21,10,18/02/2020 21:34:21,10,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:16:46,true,luas31
18/02/2020 21:34:56,11,18/02/2020 21:34:56,11,18/02/2020 21:35:00,18/02/2020 21:35:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas31
18/02/2020 21:39:36,15,18/02/2020 21:39:36,15,18/02/2020 21:40:00,18/02/2020 21:40:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas31
18/02/2020 21:40:39,16,18/02/2020 21:40:39,16,18/02/2020 21:40:00,18/02/2020 21:40:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas31
18/02/2020 21:25:38,1,18/02/2020 21:25:38,1,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas32
18/02/2020 21:26:04,2,18/02/2020 21:26:04,2,18/02/2020 21:26:00,18/02/2020 21:26:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas32
18/02/2020 21:32:23,8,18/02/2020 21:32:23,8,18/02/2020 21:32:00,18/02/2020 21:32:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:13:28,true,luas32
18/02/2020 21:32:47,9,18/02/2020 21:32:47,9,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas32
18/02/2020 21:36:54,13,18/02/2020 21:36:54,13,18/02/2020 21:37:00,18/02/2020 21:37:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas32
18/02/2020 21:37:37,13,18/02/2020 21:37:37,13,18/02/2020 21:39:00,18/02/2020 21:39:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas32
18/02/2020 21:24:22,Due,18/02/2020 21:24:22,Due,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas33
18/02/2020 21:27:04,3,18/02/2020 21:27:04,3,18/02/2020 21:28:00,18/02/2020 21:28:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas33
18/02/2020 21:30:41,6,18/02/2020 21:30:41,6,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:11:49,true,luas33
18/02/2020 21:34:23,10,18/02/2020 21:34:23,10,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas33
18/02/2020 21:35:55,12,18/02/2020 21:35:55,12,18/02/2020 21:37:00,18/02/2020 21:37:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas33
18/02/2020 21:38:20,14,18/02/2020 21:38:20,14,18/02/2020 21:39:00,18/02/2020 21:39:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas33
18/02/2020 21:25:12,1,18/02/2020 21:25:12,1,18/02/2020 21:27:00,18/02/2020 21:27:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas34
18/02/2020 21:28:38,4,18/02/2020 21:28:38,4,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas34
18/02/2020 21:28:56,5,18/02/2020 21:28:56,5,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:10:10,true,luas34
18/02/2020 21:34:12,10,18/02/2020 21:34:12,10,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas34
18/02/2020 21:35:47,12,18/02/2020 21:35:47,12,18/02/2020 21:34:00,18/02/2020 21:34:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas34
18/02/2020 21:40:23,16,18/02/2020 21:40:23,16,18/02/2020 21:40:00,18/02/2020 21:40:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas34
18/02/2020 21:26:51,3,18/02/2020 21:26:51,3,18/02/2020 21:28:00,18/02/2020 21:28:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas35
18/02/2020 21:26:58,3,18/02/2020 21:26:58,3,18/02/2020 21:27:00,18/02/2020 21:27:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:08:31,true,luas35
18/02/2020 21:30:17,6,18/02/2020 21:30:17,6,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas35
18/02/2020 21:32:12,8,18/02/2020 21:32:12,8,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas35
18/02/2020 21:37:26,13,18/02/2020 21:37:26,13,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Sandyford,LUAS Áth an Ghainimh ,LUAS Broombridge,LUAS Broombridge,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas35
18/02/2020 21:41:33,17,18/02/2020 21:41:33,17,18/02/2020 21:42:00,18/02/2020 21:42:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas35
18/02/2020 21:25:23,1,18/02/2020 21:25:23,1,18/02/2020 21:25:00,18/02/2020 21:25:00,LUAS Broombridge,LUAS Broombridge,LUAS Sandyford,LUAS Áth an Ghainimh ,Inbound,LUAS,3,,no,Green,18/02/2020 21:06:53,true,luas36
18/02/2020 21:30:37,6,18/02/2020 21:30:37,6,18/02/2020 21:31:00,18/02/2020 21:31:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas36
18/02/2020 21:31:38,7,18/02/2020 21:31:38,7,18/02/2020 21:33:00,18/02/2020 21:33:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas36
18/02/2020 21:24:51,1,18/02/2020 21:24:51,1,18/02/2020 21:24:00,18/02/2020 21:24:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:21:43,true,luas37
18/02/2020 21:28:13,4,18/02/2020 21:28:13,4,18/02/2020 21:29:00,18/02/2020 21:29:00,LUAS Broombridge,LUAS Broombridge,LUAS Bride's Glen,LUAS Gleann Bhríde,Inbound,LUAS,3,,no,Green,18/02/2020 21:23:22,true,luas37
18/02/2020 21:34:11,10,18/02/2020 21:34:11,10,18/02/2020 21:36:00,18/02/2020 21:36:00,LUAS Bride's Glen,LUAS Gleann Bhríde,LUAS Parnell,LUAS Parnell,Outbound,LUAS,3,,no,Green,18/02/2020 21:20:05,true,luas37
