arrivaldatetime,duetime,departuredatetime,departureduetime,scheduledarrivaldatetime,scheduleddeparturedatetime,destination,destinationlocalized,origin,originlocalized,direction,operator,operatortype,additionalinformation,lowfloorstatus,route,sourcetimestamp,monitored,stopid
18/02/2020 20:15:15,13,18/02/2020 20:15:15,13,18/02/2020 20:12:00,18/02/2020 20:12:00,Mulhuddart,Mulhuddart,DCU,DCU,Outbound,GAD,1,,no,220,18/02/2020 19:57:26,true,979
18/02/2020 20:25:47,23,18/02/2020 20:25:47,23,18/02/2020 20:24:00,18/02/2020 20:24:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:57:26,true,979
18/02/2020 20:43:00,40,18/02/2020 20:43:00,40,18/02/2020 20:43:00,18/02/2020 20:43:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:44:15,true,979
,,,,,,,,,,,,,,,,,,
18/02/2020 20:12:21,10,18/02/2020 20:12:21,10,18/02/2020 20:06:00,18/02/2020 20:06:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:42:35,true,980
18/02/2020 20:26:47,24,18/02/2020 20:26:47,24,18/02/2020 20:25:00,18/02/2020 20:25:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:57:26,true,980
18/02/2020 20:44:00,41,18/02/2020 20:44:00,41,18/02/2020 20:44:00,18/02/2020 20:44:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:44:15,true,980
18/02/2020 20:46:43,44,18/02/2020 20:46:43,44,18/02/2020 20:47:00,18/02/2020 20:47:00,Tyrrelstown,Baile an Tirialaigh,Parnell Street,Parnell Street,Outbound,bac,1,,no,40D,18/02/2020 19:47:32,true,980
,,,,,,,,,,,,,,,,,,
18/02/2020 20:12:21,10,18/02/2020 20:12:21,10,18/02/2020 20:06:00,18/02/2020 20:06:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:42:35,true,981
18/02/2020 20:17:16,15,18/02/2020 20:17:16,15,18/02/2020 20:17:00,18/02/2020 20:17:00,Tyrrelstown,Baile an Tirialaigh,Parnell Street,Parnell Street,Outbound,bac,1,,no,40D,18/02/2020 19:17:50,true,981
18/02/2020 20:26:47,24,18/02/2020 20:26:47,24,18/02/2020 20:25:00,18/02/2020 20:25:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:57:26,true,981
18/02/2020 20:44:00,41,18/02/2020 20:44:00,41,18/02/2020 20:44:00,18/02/2020 20:44:00,Blanchardstown,Baile Bhlainséir,Kilbarrack Pde,Kilbarrack Pde,Outbound,GAD,1,,no,17A,18/02/2020 19:44:15,true,981
18/02/2020 20:47:16,45,18/02/2020 20:47:16,45,18/02/2020 20:47:00,18/02/2020 20:47:00,Tyrrelstown,Baile an Tirialaigh,Parnell Street,Parnell Street,Outbound,bac,1,,no,40D,18/02/2020 19:47:32,true,981
,,,,,,,,,,,,,,,,,,
18/02/2020 20:17:03,14,18/02/2020 20:17:03,14,18/02/2020 20:19:00,18/02/2020 20:19:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,983
18/02/2020 20:17:44,15,18/02/2020 20:17:44,15,18/02/2020 20:18:00,18/02/2020 20:18:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:17:50,true,983
18/02/2020 20:35:00,32,18/02/2020 20:35:00,32,18/02/2020 20:35:00,18/02/2020 20:35:00,O'Connell St,Sr. Uí Chonaill,River Meade,River Meade,Inbound,bac,1,,no,40B,18/02/2020 19:35:59,true,983
18/02/2020 20:47:44,45,18/02/2020 20:47:44,45,18/02/2020 20:48:00,18/02/2020 20:48:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:49:12,true,983
,,,,,,,,,,,,,,,,,,
18/02/2020 20:18:03,15,18/02/2020 20:18:03,15,18/02/2020 20:20:00,18/02/2020 20:20:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,984
18/02/2020 20:18:28,16,18/02/2020 20:18:28,16,18/02/2020 20:18:00,18/02/2020 20:18:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:19:29,true,984
18/02/2020 20:35:53,33,18/02/2020 20:35:53,33,18/02/2020 20:36:00,18/02/2020 20:36:00,O'Connell St,Sr. Uí Chonaill,River Meade,River Meade,Inbound,bac,1,,no,40B,18/02/2020 19:35:59,true,984
18/02/2020 20:48:28,46,18/02/2020 20:48:28,46,18/02/2020 20:48:00,18/02/2020 20:48:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:49:12,true,984
,,,,,,,,,,,,,,,,,,
18/02/2020 20:18:03,15,18/02/2020 20:18:03,15,18/02/2020 20:20:00,18/02/2020 20:20:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,985
18/02/2020 20:18:57,16,18/02/2020 20:18:57,16,18/02/2020 20:19:00,18/02/2020 20:19:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:19:29,true,985
18/02/2020 20:36:27,34,18/02/2020 20:36:27,34,18/02/2020 20:36:00,18/02/2020 20:36:00,O'Connell St,Sr. Uí Chonaill,River Meade,River Meade,Inbound,bac,1,,no,40B,18/02/2020 19:37:38,true,985
18/02/2020 20:48:57,46,18/02/2020 20:48:57,46,18/02/2020 20:49:00,18/02/2020 20:49:00,Parnell St,Sráid Parnell,Tyrrelstown,Baile an Tirialaigh,Inbound,bac,1,,no,40D,18/02/2020 19:49:12,true,985
,,,,,,,,,,,,,,,,,,
18/02/2020 20:02:58,Due,18/02/2020 20:02:58,Due,18/02/2020 20:02:00,18/02/2020 20:02:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 20:00:45,true,987
18/02/2020 20:05:11,2,18/02/2020 20:05:11,2,18/02/2020 19:48:00,18/02/2020 19:48:00,Charlestown,Baile Shéarlais,Fonthill Rd,Fonthill Rd,Inbound,bac,1,,no,40,18/02/2020 20:00:45,true,987
18/02/2020 20:07:33,5,18/02/2020 20:07:33,5,18/02/2020 20:08:00,18/02/2020 20:08:00,Charlestown,Baile Shéarlais,Fonthill Rd,Fonthill Rd,Inbound,bac,1,,no,40,18/02/2020 19:44:14,true,987
18/02/2020 20:07:39,5,18/02/2020 20:07:39,5,18/02/2020 19:58:00,18/02/2020 19:58:00,Charlestown,Baile Shéarlais,Fonthill Rd,Fonthill Rd,Inbound,bac,1,,no,40,18/02/2020 19:59:06,true,987
18/02/2020 20:20:03,17,18/02/2020 20:20:03,17,18/02/2020 20:22:00,18/02/2020 20:22:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,987
18/02/2020 20:21:42,19,18/02/2020 20:21:42,19,18/02/2020 20:18:00,18/02/2020 20:18:00,Charlestown,Baile Shéarlais,Fonthill Rd,Fonthill Rd,Inbound,bac,1,,no,40,18/02/2020 19:50:50,true,987
18/02/2020 20:38:39,36,18/02/2020 20:38:39,36,18/02/2020 20:28:00,18/02/2020 20:28:00,Charlestown,Baile Shéarlais,Fonthill Rd,Fonthill Rd,Inbound,bac,1,,no,40,18/02/2020 19:59:06,true,987
,,,,,,,,,,,,,,,,,,
18/02/2020 20:02:58,Due,18/02/2020 20:02:58,Due,18/02/2020 20:02:00,18/02/2020 20:02:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 20:00:45,true,988
18/02/2020 20:20:03,17,18/02/2020 20:20:03,17,18/02/2020 20:22:00,18/02/2020 20:22:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,988
,,,,,,,,,,,,,,,,,,
18/02/2020 20:13:16,11,18/02/2020 20:13:16,11,18/02/2020 20:13:00,18/02/2020 20:13:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,989
18/02/2020 20:33:00,30,18/02/2020 20:33:00,30,18/02/2020 20:33:00,18/02/2020 20:33:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 20:00:45,true,989
,,,,,,,,,,,,,,,,,,
18/02/2020 20:03:56,1,18/02/2020 20:03:56,1,18/02/2020 19:57:00,18/02/2020 19:57:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 20:00:44,true,990
18/02/2020 20:16:16,14,18/02/2020 20:16:16,14,18/02/2020 20:16:00,18/02/2020 20:16:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,990
18/02/2020 20:34:03,31,18/02/2020 20:34:03,31,18/02/2020 20:36:00,18/02/2020 20:36:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,990
,,,,,,,,,,,,,,,,,,
18/02/2020 20:05:16,3,18/02/2020 20:05:16,3,18/02/2020 19:59:00,18/02/2020 19:59:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,991
18/02/2020 20:18:16,16,18/02/2020 20:18:16,16,18/02/2020 20:18:00,18/02/2020 20:18:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,991
18/02/2020 20:36:03,33,18/02/2020 20:36:03,33,18/02/2020 20:38:00,18/02/2020 20:38:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,991
,,,,,,,,,,,,,,,,,,
18/02/2020 20:06:16,4,18/02/2020 20:06:16,4,18/02/2020 20:00:00,18/02/2020 20:00:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,992
18/02/2020 20:19:16,17,18/02/2020 20:19:16,17,18/02/2020 20:19:00,18/02/2020 20:19:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,992
18/02/2020 20:37:03,34,18/02/2020 20:37:03,34,18/02/2020 20:39:00,18/02/2020 20:39:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,992
18/02/2020 20:42:02,39,18/02/2020 20:42:02,39,18/02/2020 20:42:00,18/02/2020 20:42:00,Eden Quay,Cé Éidin,Harristown,Baile Anraí,Inbound,bac,1,,no,27B,18/02/2020 19:42:35,true,992
,,,,,,,,,,,,,,,,,,
18/02/2020 20:08:26,6,18/02/2020 20:08:26,6,18/02/2020 20:02:00,18/02/2020 20:02:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:55:48,true,993
18/02/2020 20:21:16,19,18/02/2020 20:21:16,19,18/02/2020 20:21:00,18/02/2020 20:21:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,993
18/02/2020 20:39:03,36,18/02/2020 20:39:03,36,18/02/2020 20:41:00,18/02/2020 20:41:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,993
18/02/2020 20:43:31,41,18/02/2020 20:43:31,41,18/02/2020 20:44:00,18/02/2020 20:44:00,Eden Quay,Cé Éidin,Harristown,Baile Anraí,Inbound,bac,1,,no,27B,18/02/2020 19:44:15,true,993
,,,,,,,,,,,,,,,,,,
18/02/2020 20:04:11,1,18/02/2020 20:04:11,1,18/02/2020 19:57:00,18/02/2020 19:57:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:44,true,999
18/02/2020 20:22:26,20,18/02/2020 20:22:26,20,18/02/2020 20:16:00,18/02/2020 20:16:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:48,true,999
18/02/2020 20:34:16,32,18/02/2020 20:34:16,32,18/02/2020 20:34:00,18/02/2020 20:34:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,999
18/02/2020 20:52:03,49,18/02/2020 20:52:03,49,18/02/2020 20:54:00,18/02/2020 20:54:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:06,true,999
,,,,,,,,,,,,,,,,,,
18/02/2020 20:05:11,2,18/02/2020 20:05:11,2,18/02/2020 19:58:00,18/02/2020 19:58:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1000
18/02/2020 20:23:26,21,18/02/2020 20:23:26,21,18/02/2020 20:17:00,18/02/2020 20:17:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1000
18/02/2020 20:34:16,32,18/02/2020 20:34:16,32,18/02/2020 20:34:00,18/02/2020 20:34:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1000
18/02/2020 20:52:03,49,18/02/2020 20:52:03,49,18/02/2020 20:54:00,18/02/2020 20:54:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1000
,,,,,,,,,,,,,,,,,,
18/02/2020 20:06:11,3,18/02/2020 20:06:11,3,18/02/2020 19:59:00,18/02/2020 19:59:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1001
18/02/2020 20:24:26,22,18/02/2020 20:24:26,22,18/02/2020 20:18:00,18/02/2020 20:18:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1001
18/02/2020 20:35:16,33,18/02/2020 20:35:16,33,18/02/2020 20:35:00,18/02/2020 20:35:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1001
18/02/2020 20:53:03,50,18/02/2020 20:53:03,50,18/02/2020 20:55:00,18/02/2020 20:55:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1001
,,,,,,,,,,,,,,,,,,
18/02/2020 20:07:11,4,18/02/2020 20:07:11,4,18/02/2020 20:00:00,18/02/2020 20:00:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1002
18/02/2020 20:25:26,23,18/02/2020 20:25:26,23,18/02/2020 20:19:00,18/02/2020 20:19:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1002
18/02/2020 20:36:16,34,18/02/2020 20:36:16,34,18/02/2020 20:36:00,18/02/2020 20:36:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1002
18/02/2020 20:54:03,51,18/02/2020 20:54:03,51,18/02/2020 20:56:00,18/02/2020 20:56:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1002
,,,,,,,,,,,,,,,,,,
18/02/2020 20:07:11,4,18/02/2020 20:07:11,4,18/02/2020 20:00:00,18/02/2020 20:00:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1003
18/02/2020 20:25:26,23,18/02/2020 20:25:26,23,18/02/2020 20:19:00,18/02/2020 20:19:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1003
18/02/2020 20:36:16,33,18/02/2020 20:36:16,33,18/02/2020 20:36:00,18/02/2020 20:36:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1003
18/02/2020 20:54:03,51,18/02/2020 20:54:03,51,18/02/2020 20:56:00,18/02/2020 20:56:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1003
,,,,,,,,,,,,,,,,,,
18/02/2020 20:08:11,5,18/02/2020 20:08:11,5,18/02/2020 20:01:00,18/02/2020 20:01:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1004
18/02/2020 20:26:26,24,18/02/2020 20:26:26,24,18/02/2020 20:20:00,18/02/2020 20:20:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1004
18/02/2020 20:37:16,34,18/02/2020 20:37:16,34,18/02/2020 20:37:00,18/02/2020 20:37:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1004
18/02/2020 20:55:03,52,18/02/2020 20:55:03,52,18/02/2020 20:57:00,18/02/2020 20:57:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1004
,,,,,,,,,,,,,,,,,,
18/02/2020 20:09:11,6,18/02/2020 20:09:11,6,18/02/2020 20:02:00,18/02/2020 20:02:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1005
18/02/2020 20:12:33,10,18/02/2020 20:12:33,10,18/02/2020 20:13:00,18/02/2020 20:13:00,Blunden Drive,Céide Blunden,Eden Quay,Cé Éidin,Outbound,bac,1,,no,27A,18/02/2020 19:47:27,true,1005
18/02/2020 20:27:26,25,18/02/2020 20:27:26,25,18/02/2020 20:21:00,18/02/2020 20:21:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1005
18/02/2020 20:38:16,35,18/02/2020 20:38:16,35,18/02/2020 20:38:00,18/02/2020 20:38:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1005
18/02/2020 20:55:03,52,18/02/2020 20:55:03,52,18/02/2020 20:57:00,18/02/2020 20:57:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1005
,,,,,,,,,,,,,,,,,,
18/02/2020 20:09:58,7,18/02/2020 20:09:58,7,18/02/2020 20:03:00,18/02/2020 20:03:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:00:40,true,1006
18/02/2020 20:28:26,26,18/02/2020 20:28:26,26,18/02/2020 20:22:00,18/02/2020 20:22:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1006
18/02/2020 20:39:16,36,18/02/2020 20:39:16,36,18/02/2020 20:39:00,18/02/2020 20:39:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Inbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1006
18/02/2020 20:56:03,53,18/02/2020 20:56:03,53,18/02/2020 20:58:00,18/02/2020 20:58:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1006
,,,,,,,,,,,,,,,,,,
18/02/2020 20:12:12,9,18/02/2020 20:12:12,9,18/02/2020 20:04:00,18/02/2020 20:04:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:52:24,true,1007
18/02/2020 20:29:26,27,18/02/2020 20:29:26,27,18/02/2020 20:23:00,18/02/2020 20:23:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1007
18/02/2020 20:40:16,37,18/02/2020 20:40:16,37,18/02/2020 20:40:00,18/02/2020 20:40:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1007
18/02/2020 20:57:03,54,18/02/2020 20:57:03,54,18/02/2020 20:59:00,18/02/2020 20:59:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1007
,,,,,,,,,,,,,,,,,,
18/02/2020 20:13:12,10,18/02/2020 20:13:12,10,18/02/2020 20:05:00,18/02/2020 20:05:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:52:24,true,1008
18/02/2020 20:30:26,28,18/02/2020 20:30:26,28,18/02/2020 20:24:00,18/02/2020 20:24:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1008
18/02/2020 20:41:16,38,18/02/2020 20:41:16,38,18/02/2020 20:41:00,18/02/2020 20:41:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1008
18/02/2020 20:57:03,54,18/02/2020 20:57:03,54,18/02/2020 20:59:00,18/02/2020 20:59:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1008
,,,,,,,,,,,,,,,,,,
18/02/2020 20:13:12,10,18/02/2020 20:13:12,10,18/02/2020 20:05:00,18/02/2020 20:05:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:52:24,true,1009
18/02/2020 20:30:26,28,18/02/2020 20:30:26,28,18/02/2020 20:24:00,18/02/2020 20:24:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:43,true,1009
18/02/2020 20:41:16,38,18/02/2020 20:41:16,38,18/02/2020 20:41:00,18/02/2020 20:41:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1009
18/02/2020 20:58:03,55,18/02/2020 20:58:03,55,18/02/2020 21:00:00,18/02/2020 21:00:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1009
,,,,,,,,,,,,,,,,,,
18/02/2020 20:14:12,11,18/02/2020 20:14:12,11,18/02/2020 20:06:00,18/02/2020 20:06:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:52:24,true,1010
18/02/2020 20:31:26,29,18/02/2020 20:31:26,29,18/02/2020 20:25:00,18/02/2020 20:25:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:55:42,true,1010
18/02/2020 20:42:16,39,18/02/2020 20:42:16,39,18/02/2020 20:42:00,18/02/2020 20:42:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 19:59:01,true,1010
18/02/2020 21:00:00,57,18/02/2020 21:00:00,57,18/02/2020 21:00:00,18/02/2020 21:00:00,Howth Junction,Prd Chill Bharróg,Blanchardstown,Baile Bhlainséir,Outbound,GAD,1,,no,17A,18/02/2020 20:02:18,true,1010
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
18/02/2020 20:18:02,15,18/02/2020 20:18:02,15,18/02/2020 20:18:00,18/02/2020 20:18:00,Enniskerry,Áth na Sceire,DCU,DCU,Outbound,bac,1,,no,44,18/02/2020 19:19:25,true,1013
18/02/2020 20:27:08,24,18/02/2020 20:27:08,24,18/02/2020 20:27:00,18/02/2020 20:27:00,Whitechurch,An Teampall Geal,Eden Quay,Cé Éidin,Outbound,bac,1,,no,61,18/02/2020 19:27:40,true,1013
,,,,,,,,,,,,,,,,,,
18/02/2020 20:27:49,25,18/02/2020 20:27:49,25,18/02/2020 20:28:00,18/02/2020 20:28:00,Charlotte Way,Charlotte Way,Dublin Airport,Aerfort,Inbound,bac,1,,no,757,18/02/2020 19:29:18,true,1014
18/02/2020 20:57:49,55,18/02/2020 20:57:49,55,18/02/2020 20:58:00,18/02/2020 20:58:00,Charlotte Way,Charlotte Way,Dublin Airport,Aerfort,Inbound,bac,1,,no,757,18/02/2020 19:59:01,true,1014
,,,,,,,,,,,,,,,,,,
18/02/2020 20:19:16,16,18/02/2020 20:19:16,16,18/02/2020 20:19:00,18/02/2020 20:19:00,Enniskerry,Áth na Sceire,DCU,DCU,Outbound,bac,1,,no,44,18/02/2020 19:19:24,true,1015
18/02/2020 20:28:47,26,18/02/2020 20:28:47,26,18/02/2020 20:29:00,18/02/2020 20:29:00,Whitechurch,An Teampall Geal,Eden Quay,Cé Éidin,Outbound,bac,1,,no,61,18/02/2020 19:29:18,true,1015
18/02/2020 20:29:34,27,18/02/2020 20:29:34,27,18/02/2020 20:30:00,18/02/2020 20:30:00,Charlotte Way,Charlotte Way,Dublin Airport,Aerfort,Inbound,bac,1,,no,757,18/02/2020 19:30:58,true,1015
