arrivaldatetime,duetime,departuredatetime,departureduetime,scheduledarrivaldatetime,scheduleddeparturedatetime,destination,destinationlocalized,origin,originlocalized,direction,operator,operatortype,additionalinformation,lowfloorstatus,route,sourcetimestamp,monitored,stopid
19/02/2020 13:39:00,43,19/02/2020 13:40:00,44,19/02/2020 13:39:00,19/02/2020 13:40:00,Bray Station,Stáisiún Cill Chomhghaill,Malahide Station,Stáisiún Mullach Íde,Southbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 13:48:00,52,19/02/2020 13:49:00,53,19/02/2020 13:48:00,19/02/2020 13:49:00,Bray Station,Stáisiún Cill Chomhghaill,Howth Station,Stáisiún Binn Éadair,Southbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 13:48:00,52,19/02/2020 13:49:00,53,19/02/2020 13:48:00,19/02/2020 13:49:00,Malahide Station,Stáisiún Mullach Íde,Bray Station,Stáisiún Cill Chomhghaill,Northbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 13:58:00,62,19/02/2020 13:59:00,63,19/02/2020 13:58:00,19/02/2020 13:59:00,Howth Station,Stáisiún Binn Éadair,Greystones Station,Stáisiún Na Clocha Liatha,Northbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 13:59:00,63,19/02/2020 14:00:00,64,19/02/2020 13:59:00,19/02/2020 14:00:00,Greystones Station,Stáisiún Na Clocha Liatha,Malahide Station,Stáisiún Mullach Íde,Southbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 14:08:00,72,19/02/2020 14:09:00,73,19/02/2020 14:08:00,19/02/2020 14:09:00,Bray Station,Stáisiún Cill Chomhghaill,Howth Station,Stáisiún Binn Éadair,Southbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 14:08:00,72,19/02/2020 14:09:00,73,19/02/2020 14:08:00,19/02/2020 14:09:00,Malahide Station,Stáisiún Mullach Íde,Bray Station,Stáisiún Cill Chomhghaill,Northbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 14:15:00,79,19/02/2020 14:16:00,80,19/02/2020 14:15:00,19/02/2020 14:16:00,Grand Canal Dock Station,Stáisiún Dug na Canálach Móire,Hazelhatch Station,Stáisiún Collchoill ,Northbound,ir,2,,no,Train,19/02/2020 12:55:08,true,tara
19/02/2020 14:18:00,82,19/02/2020 14:19:00,83,19/02/2020 14:18:00,19/02/2020 14:19:00,Howth Station,Stáisiún Binn Éadair,Bray Station,Stáisiún Cill Chomhghaill,Northbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
19/02/2020 14:18:00,82,19/02/2020 14:19:00,83,19/02/2020 14:18:00,19/02/2020 14:19:00,Bray Station,Stáisiún Cill Chomhghaill,Malahide Station,Stáisiún Mullach Íde,Southbound,ir,2,,no,DART,19/02/2020 12:55:08,true,tara
